docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,tagset
uc1.$b807329_2,uc1.$b807329,56949,fantasy_oclc,"Cooper, James Fenimore",,"Philadelphia;Carey, Lea, & Blanchard;1835.",1835,1835,,Utopias;Fiction,,The Monikins,{'fantasy_oclc'}
nyp.33433034410229_1,nyp.33433034410229,83038,fantasy_oclc,"Corelli, Marie",,London;Richard Bentley & Son;1890.,1890,1890,,English fiction,,"Ardath, the story of a dead self",{'fantasy_oclc'}
nyp.33433034410229_0,nyp.33433034410229,81881,fantasy_oclc,"Corelli, Marie",,London;Richard Bentley & Son;1890.,1890,1890,,English fiction,,"Ardath, the story of a dead self",{'fantasy_oclc'}
nyp.33433034410229_2,nyp.33433034410229,81041,fantasy_oclc,"Corelli, Marie",,London;Richard Bentley & Son;1890.,1890,1890,,English fiction,,"Ardath, the story of a dead self",{'fantasy_oclc'}
uc2.ark+=13960=t5q817t6c,uc2.ark+=13960=t5q817t6c,46739,fantasy_oclc|juv,"Corkran, Alice",,New York;A.L. Burt;1896,1896,1886,,,,"Down the snow stairs, or, From good-night to good-morning","{'juv', 'fantasy_oclc'}"
uva.x030802527,uva.x030802527,27861,fantasy_oclc|juv,"Cory, David Magie",,New York;Harper & brothers;c1922,1922,1922,,Animals;Folklore,,Puss junior and Robinson Crusoe,"{'juv', 'fantasy_oclc'}"
mdp.39015021071926_0,mdp.39015021071926,53533,supernat,"Crawford, F. Marion",,London;New York;Macmillan and co.;1891.,1891,1890,,,,The witch of Prague,{'supernat'}
mdp.39015021071926_2,mdp.39015021071926,52953,supernat,"Crawford, F. Marion",,London;New York;Macmillan and co.;1891.,1891,1890,,,,The witch of Prague,{'supernat'}
mdp.39015021071926_1,mdp.39015021071926,54409,supernat,"Crawford, F. Marion",,London;New York;Macmillan and co.;1891.,1891,1890,,,,The witch of Prague,{'supernat'}
mdp.39015035777831_0,mdp.39015035777831,66811,supernat|sf_bailey,"Dacre, Charlotte",b. 1782.,London|The Fortune Press|1928,1928,1806,,,Fiction,"Zofloya; or, The moor, | $c: by Charlotte Dacre (better known as Rosa Matilda) with an introduction by the Rev. Montague Summers.","{'supernat', 'sf_bailey'}"
mdp.39015035777831_1,mdp.39015035777831,64585,supernat|sf_bailey,"Dacre, Charlotte",b. 1782.,London|The Fortune Press|1928,1928,1806,,,Fiction,"Zofloya; or, The moor, | $c: by Charlotte Dacre (better known as Rosa Matilda) with an introduction by the Rev. Montague Summers.","{'supernat', 'sf_bailey'}"
mdp.39015063940210_1,mdp.39015063940210,53521,fantasy_oclc,"De Morgan, William",,London;Heinemann;1911.,1911,1911,,,,A likely story,{'fantasy_oclc'}
mdp.39015063940210_0,mdp.39015063940210,52597,fantasy_oclc,"De Morgan, William",,London;Heinemann;1911.,1911,1911,,,,A likely story,{'fantasy_oclc'}
uc1.$b236196_0,uc1.$b236196,50609,fantasy_loc,"De la Mare, Walter",1873-1956.,London|Selwyn & Blount|1923.,1923,1923,,"Fantasy fiction, English",Fiction,"The riddle, and other stories",{'fantasy_loc'}
uc1.$b236196_1,uc1.$b236196,47563,fantasy_loc,"De la Mare, Walter",1873-1956.,London|Selwyn & Blount|1923.,1923,1923,,"Fantasy fiction, English",Fiction,"The riddle, and other stories",{'fantasy_loc'}
mdp.39076002242886,mdp.39076002242886,30054,juv|fantasy_loc,"Doty, Douglas Zabriskie",,New York;J.F. Taylor;1902.,1902,1902,,Adventure stories;Boys;Fantasy fiction;Juvenile fiction;Dolls,,Andy's adventures on Noah's ark,"{'fantasy_loc', 'juv'}"
uc2.ark+=13960=t2w37sx92_1,uc2.ark+=13960=t2w37sx92,55254,supernat|sf_bailey,"Du Maurier, George",,"London;J.R. Osgood, McIlvaine;1846.",1846,1846,,,,Peter Ibbetson,"{'supernat', 'sf_bailey'}"
uc2.ark+=13960=t2w37sx92_0,uc2.ark+=13960=t2w37sx92,52455,supernat|sf_bailey,"Du Maurier, George",,"London;J.R. Osgood, McIlvaine;1846.",1846,1846,,,,Peter Ibbetson,"{'supernat', 'sf_bailey'}"
uc1.b3552946,uc1.b3552946,27103,supernat,"Dunsany, Edward John Moreton Drax Plunkett",,Boston;J. W. Luce and company;1913,1913,1913,,,,The book of wonder,{'supernat'}
mdp.39015011608810,mdp.39015011608810,27492,supernat,"Eliot, George",1819-1880.,"New York, N.Y.|Penguin Books--Virago Press|1985.",1985,1859,,,Fiction,The lifted veil / | $c: George Eliot ; with a new afterword by Beryl Gray.,{'supernat'}
uc1.b249745,uc1.b249745,51353,fantasy_oclc|juv,"Field, Eugene",,New York;Scribner;1890.,1890,1890,,,,A little book of profitable tales,"{'juv', 'fantasy_oclc'}"
njp.32101067644268,njp.32101067644268,36123,supernat,"Field, Eugene",,Cambridge;Chicago;Stone and Kimball;1893.,1893,1893,,,,"The holy cross, and other tales",{'supernat'}
inu.30000011853938,inu.30000011853938,49667,fantasy_loc,"Freeman, Mary Eleanor Wilkins",1852-1930.,New York|Garrett Press|1969,1969,1929,,"New England|Supernatural|Social life and customs | Fiction|Fiction|Fantasy fiction, American",Fiction,The wind in the rose-bush and other stories of the supernatural. | $c: Illustrated by Peter Newell.,{'fantasy_loc'}
nyp.33433076068869_0,nyp.33433076068869,36548,fantasy_oclc|juv,"Gates, Eleanor",,New York;Grosset & Dunlap;c1912.,1912,1912,,American fiction,,The poor little rich girl,"{'juv', 'fantasy_oclc'}"
nyp.33433076068869_1,nyp.33433076068869,38502,fantasy_oclc|juv,"Gates, Eleanor",,New York;Grosset & Dunlap;c1912.,1912,1912,,American fiction,,The poor little rich girl,"{'juv', 'fantasy_oclc'}"
uva.x001086289,uva.x001086289,7022,fantasy_oclc|juv,"Gordon, Elizabeth",,"Chicago;New York;Rand, McNally & company;c1915",1915,1915,,,,Loraine and the little people,"{'juv', 'fantasy_oclc'}"
uc2.ark+=13960=t9183968r,uc2.ark+=13960=t9183968r,45004,fantasy_oclc,"Grahame, Kenneth",,Chicago;Stone & Kimball;1895.,1895,1895,,,,The golden age,{'fantasy_oclc'}
mdp.39015008859509_1,mdp.39015008859509,36637,fantasy_oclc|juv,"Grahame, Kenneth",,New York;C. Scribner's sons;1908.,1908,1908,,Animals;Juvenile fiction,,The wind in the willows,"{'juv', 'fantasy_oclc'}"
mdp.39015008859509_0,mdp.39015008859509,35211,fantasy_oclc|juv,"Grahame, Kenneth",,New York;C. Scribner's sons;1908.,1908,1908,,Animals;Juvenile fiction,,The wind in the willows,"{'juv', 'fantasy_oclc'}"
uc2.ark+=13960=t2j67fg4m_1,uc2.ark+=13960=t2j67fg4m,39933,fantasy_oclc,"Griffith, George Chetwynd",,London;F. V. White;1897.,1897,1897,,,,The romance of Golden Star,{'fantasy_oclc'}
uc2.ark+=13960=t2j67fg4m_0,uc2.ark+=13960=t2j67fg4m,41031,fantasy_oclc,"Griffith, George Chetwynd",,London;F. V. White;1897.,1897,1897,,,,The romance of Golden Star,{'fantasy_oclc'}
dul1.ark+=13960=t6ww82n4s_0,dul1.ark+=13960=t6ww82n4s,54927,fantasy_loc,"Griffith, Mary",,"Philadelphia;Carey, Lea & Blanchard;1836.",1836,1836,,"Science fiction, American",,"Camperdown, or, News from our neighbourhood",{'fantasy_loc'}
dul1.ark+=13960=t6ww82n4s_1,dul1.ark+=13960=t6ww82n4s,58893,fantasy_loc,"Griffith, Mary",,"Philadelphia;Carey, Lea & Blanchard;1836.",1836,1836,,"Science fiction, American",,"Camperdown, or, News from our neighbourhood",{'fantasy_loc'}
mdp.39015033584551,mdp.39015033584551,29090,fantasy_oclc,"Guiney, Louise Imogen",,Boston;D. Lothrop company;c1888,1888,1888,,,,Brownies and bogles,{'fantasy_oclc'}
uc1.b4938298_1,uc1.b4938298,59938,fantasy_loc,"Haggard, H. Rider",1856-1925.,London|Michael Joseph|1981.,1981,1919,,"(Henry Rider)|1856-1925|Adventure stories, English|Haggard, H. Rider|Fantasy fiction, English",NotFiction|Bibliographies,The best short stories of Rider Haggard,{'fantasy_loc'}
njp.32101067633923_0,njp.32101067633923,71060,supernat,"Haggard, H. Rider",,London;Ward Locke & Co.;1905.,1905,1905,,,,Ayesha,{'supernat'}
njp.32101067633923_1,njp.32101067633923,65424,supernat,"Haggard, H. Rider",,London;Ward Locke & Co.;1905.,1905,1905,,,,Ayesha,{'supernat'}
mdp.39015059791767_1,mdp.39015059791767,69305,fantasy_oclc,"Haggard, H. Rider",,"Leipzig;London;Heinemann and Balestier, limited;1891.",1891,1890,,,,Eric Brighteyes,{'fantasy_oclc'}
uc1.b4938298_0,uc1.b4938298,59275,fantasy_loc,"Haggard, H. Rider",1856-1925.,London|Michael Joseph|1981.,1981,1919,,"(Henry Rider)|1856-1925|Adventure stories, English|Haggard, H. Rider|Fantasy fiction, English",NotFiction|Bibliographies,The best short stories of Rider Haggard,{'fantasy_loc'}
mdp.39015059791767_0,mdp.39015059791767,66409,fantasy_oclc,"Haggard, H. Rider",,"Leipzig;London;Heinemann and Balestier, limited;1891.",1891,1890,,,,Eric Brighteyes,{'fantasy_oclc'}
nyp.33433074850169,nyp.33433074850169,32708,fantasy_oclc,"Haggard, H. Rider",,New York;H. Holt and company;1911.,1911,1911,,,,The mahatma and the hare;,{'fantasy_oclc'}
mdp.39076002629850,mdp.39076002629850,47461,juv|fantasy_loc,"Hall, Edith King",,New York;A.L. Burt;1900?,1900,1897,,Juvenile fiction;Fantasy fiction,,Adventures in Toyland,"{'fantasy_loc', 'juv'}"
uc2.ark+=13960=t57d2rd92,uc2.ark+=13960=t57d2rd92,7893,juv|fantasy_loc,"Harte, Bret",,"Boston;New York;Houghton, Mifflin, and Company;1887, c1886;(Cambridge;The Riverside Press)",1886,1886,,Juvenile literature;Stanislaus River (Calif.);Gold mines and mining;Fantasy games;California;Juvenile fiction;Pirates,,The queen of the Pirate Isle,"{'fantasy_loc', 'juv'}"
nyp.33433076087844_0,nyp.33433076087844,48029,supernat,"Hawthorne, Nathaniel",London;Chapman and Hall;1852.,,1852,1852, ,,,The Blithedale romance,{'supernat'}
nyp.33433076087844_1,nyp.33433076087844,46616,supernat,"Hawthorne, Nathaniel",London;Chapman and Hall;1852.,,1852,1852, ,,,The Blithedale romance,{'supernat'}
nyp.33433076064223,nyp.33433076064223,38536,fantasy_oclc,"Hopper, James Marie",,"New York;Moffat, Yard and Company;1909.",1909,1909,,,,The trimming of Goosie,{'fantasy_oclc'}
uc1.b3324361,uc1.b3324361,57194,fantasy_oclc,"Housman, Laurence",1865-1959.,"New York|Harcourt, Brace|192-?",1920,1920,,,Fiction,All-fellows and The cloak of friendship,{'fantasy_oclc'}
nyp.33433076080302_2,nyp.33433076080302,43904,fantasy_loc,"Howard, Maude Lesseur",,"Elkhart, Indiana;Occult Pub. Co.;1915.",1915,1915,,"Fantasy fiction, American",,Myriam and the mystic brotherhood,{'fantasy_loc'}
nyp.33433076080302_1,nyp.33433076080302,47879,fantasy_loc,"Howard, Maude Lesseur",,"Elkhart, Indiana;Occult Pub. Co.;1915.",1915,1915,,"Fantasy fiction, American",,Myriam and the mystic brotherhood,{'fantasy_loc'}
nyp.33433076080302_0,nyp.33433076080302,49822,fantasy_loc,"Howard, Maude Lesseur",,"Elkhart, Indiana;Occult Pub. Co.;1915.",1915,1915,,"Fantasy fiction, American",,Myriam and the mystic brotherhood,{'fantasy_loc'}
uc1.b3579080_0,uc1.b3579080,58963,supernat|sf_bailey,"Howells, William Dean",,"Boston;Houghton, Mifflin and company;1880.",1880,1880,c.2,,,The undiscovered country,"{'supernat', 'sf_bailey'}"
uc1.b3579080_1,uc1.b3579080,68404,supernat|sf_bailey,"Howells, William Dean",,"Boston;Houghton, Mifflin and company;1880.",1880,1880,c.2,,,The undiscovered country,"{'supernat', 'sf_bailey'}"
mdp.39015002311325_1,mdp.39015002311325,42138,supernat,"James, Henry",1843-1916.,New York|The Modern library|1930,1930,1898,,,Fiction,"The turn of the screw, | The lesson of the master, | $c: by Henry James, introduction by Heywood Broun.",{'supernat'}
mdp.39015002311325_0,mdp.39015002311325,41097,supernat,"James, Henry",1843-1916.,New York|The Modern library|1930,1930,1898,,,Fiction,"The turn of the screw, | The lesson of the master, | $c: by Henry James, introduction by Heywood Broun.",{'supernat'}
nyp.33433082333174_1,nyp.33433082333174,61937,fantasy_oclc|juv,"Jenks, Tudor",,Boston;Hall and Locke Company;c1902,1902,1902,,Children's stories,,Tales of fantasy,"{'juv', 'fantasy_oclc'}"
nyp.33433082333174_0,nyp.33433082333174,58192,fantasy_oclc|juv,"Jenks, Tudor",,Boston;Hall and Locke Company;c1902,1902,1902,,Children's stories,,Tales of fantasy,"{'juv', 'fantasy_oclc'}"
uc1.b117774_1,uc1.b117774,42952,sf_oclc|fantasy_oclc,"Jules, Verne",,"London;S. Low, Marston, Searle & Rivington;1887.",1887,1886,,,,The clipper of the clouds,"{'fantasy_oclc', 'sf_oclc'}"
mdp.39015031602868_0,mdp.39015031602868,50725,sf_oclc|fantasy_oclc,"Jules, Verne",1828-1905.,"New York|Dodd, Mead|1959].",1959,1864,,,Fiction,A journey to the centre of the earth.,"{'fantasy_oclc', 'sf_oclc'}"
uva.x000241492_1,uva.x000241492,38421,fantasy_oclc,"Jules, Verne",,Philadelphia;Porter & Coates;1873,1873,1872,,,,Around the world in eighty days,{'fantasy_oclc'}
uc1.b117774_0,uc1.b117774,34493,sf_oclc|fantasy_oclc,"Jules, Verne",,"London;S. Low, Marston, Searle & Rivington;1887.",1887,1886,,,,The clipper of the clouds,"{'fantasy_oclc', 'sf_oclc'}"
mdp.39015031602868_1,mdp.39015031602868,53523,sf_oclc|fantasy_oclc,"Jules, Verne",1828-1905.,"New York|Dodd, Mead|1959].",1959,1864,,,Fiction,A journey to the centre of the earth.,"{'fantasy_oclc', 'sf_oclc'}"
uva.x000241492_0,uva.x000241492,39430,fantasy_oclc,"Jules, Verne",,Philadelphia;Porter & Coates;1873,1873,1872,,,,Around the world in eighty days,{'fantasy_oclc'}
nnc1.cr00352934_1,nnc1.cr00352934,39336,fantasy_oclc|supernat|juv,"Kingsley, Charles",,New York;Hurst and Co.;1900?].,1900,1863,,Chimney sweeps;Fairies;Juvenile fiction;Fantasy fiction,,The water-babies,"{'supernat', 'juv', 'fantasy_oclc'}"
nnc1.cr00352934_0,nnc1.cr00352934,42574,fantasy_oclc|supernat|juv,"Kingsley, Charles",,New York;Hurst and Co.;1900?].,1900,1863,,Chimney sweeps;Fairies;Juvenile fiction;Fantasy fiction,,The water-babies,"{'supernat', 'juv', 'fantasy_oclc'}"
uc2.ark+=13960=t82j68r7z_1,uc2.ark+=13960=t82j68r7z,54439,fantasy_oclc,"Kip, Leonard",,Albany;The Argus Co.;1878.,1878,1878,,,,Hannibal's man,{'fantasy_oclc'}
uc2.ark+=13960=t82j68r7z_0,uc2.ark+=13960=t82j68r7z,52364,fantasy_oclc,"Kip, Leonard",,Albany;The Argus Co.;1878.,1878,1878,,,,Hannibal's man,{'fantasy_oclc'}
uc2.ark+=13960=t3125zp7f_2,uc2.ark+=13960=t3125zp7f,55204,fantasy_oclc,"Kipling, Rudyard",,"New York;Doubleday, Page & company;1909.",1909,1909,,,,Actions and reactions,{'fantasy_oclc'}
uc2.ark+=13960=t3125zp7f_1,uc2.ark+=13960=t3125zp7f,57867,fantasy_oclc,"Kipling, Rudyard",,"New York;Doubleday, Page & company;1909.",1909,1909,,,,Actions and reactions,{'fantasy_oclc'}
uc2.ark+=13960=t3125zp7f_0,uc2.ark+=13960=t3125zp7f,56490,fantasy_oclc,"Kipling, Rudyard",,"New York;Doubleday, Page & company;1909.",1909,1909,,,,Actions and reactions,{'fantasy_oclc'}
mdp.39015070528438,mdp.39015070528438,37962,fantasy_oclc,"Kreymborg, Alfred",1883-1966.,New York|The Maccaulay company|c1927,1927,1927,,,Fiction,"Funnybone Alley, | $c: by Alfred Kreymborg, illustrated by Boris Artzybasheff.",{'fantasy_oclc'}
