"docid","recordid","oclc","locnum","includedbc","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"uc1.32106006558255",7117519,8346826,,"fuzzymatch","Carroll, Jonathan,","1949-","New York|Viking Press|c1983.",1983,,"nyu",,,"Fiction","Voice of our shadow"
"uc1.b3440800",414811,9153511,"PT2665.N27U513 1983","fuzzymatch","Ende, Michael.",,"Garden City, N.Y.|Doubleday|1983.",1983,,"nyu",,,"Fiction","The neverending story"
"mdp.39015008967773",164544,9945465,"PN6071.F25B54 1983","taggedfantasy",,,"New York|C.N. Potter|Distributed by Crown Publishers|c1983.",1983,,"nyu",,"Fantasy fiction","Fiction","Black water : | the book of fantastic literature"
"mdp.39015013303212",284177,9146663,,"fuzzymatch","Lee, Tanith.",,"New York, N.Y.|Daw Books|1983.",1983,,"nyu",,,"Fiction","Red as blood, or, Tales from the Sisters Grimmer"
"mdp.39015056894309",3855446,14104537,,"oclcid","Tilley, Patrick.",,"London|Severn House|1984, c1983.",1983,,"nyu",,,"Fiction","Cloud warrior"
"mdp.39015019344996",201284,9969945,"PS3554.E437N4 1983","fuzzymatch","Delany, Samuel R.",,"Toronto|New York|Bantam Books|1983.",1983,,"onc",,,"Fiction","Neveryóna, or, The tale of signs and cities"
"mdp.39015062119931",203075,10224127,,"taggedfantasy",,,"New York|Ace Science Fiction Books|c1983.",1983,,"nyu",,"Fantasy fiction, American","Fiction","Magic for sale"
"mdp.39015014321247",205962,10053175,"PS648.F3F36 1983","taggedfantasy",,,"New York|Arbor House|c1983.",1983,,"nyu",,"Fantasy fiction, English|Fantasy fiction, American","Fiction","The Fantasy hall of fame"
"uc1.b4951370",9494354,8826116,,"fuzzymatch","Nourse, Alan Edward.",,"New York|Harper & Row|c1983.",1983,,"nyu",,,"Fiction","The fourth horseman"
"uc1.b3739770",6706203,11668451,,"fuzzymatch","Aldiss, Brian Wilson,","1925-","London|Jonathan Cape|1983.",1983,,"enk",,,"NotFiction","Helliconia summer"
"uc1.b3884456",7882792,9555381,"PS648.F3N56 1983","taggedfantasy",,,"New York|Seabury Press|1983.",1983,,"nyu",,"Religion|Fiction|Fantasy fiction, American","Fiction","Nine visions, a book of fantasies"
"mdp.39015010391855",659302,11550070,"PS3505.O885M37 1985","oclcid","Courlander, Harold,","1908-1996.","New York|Crown|1985], c1983.",1983,,"nyu",,,"Fiction","The master of the forge : | a west African odyssey"
"pst.000025687200",12279054,32844940,,"fuzzymatch","Bradley, Marion Zimmer.",,"New York|Severn House|1995, c1983.",1983,,"xxu",,"Darkover (Imaginary place)|Fiction|Women","Fantastic fiction|Science fiction|NotFiction","Thendara house"
"mdp.39015054303394",3616274,11732429,,"taggedfantasy","Brown, Michael E.",,"Saline, Mich.|Expressive Images Studio|c1983.",1983,,"miu",,"Fantasy Fiction, American","Fiction","Ink bottle dreams"
"uc1.32106006726316",7118128,9919734,,"fuzzymatch","Vance, Jack,","1916-","New York|Timescape Books|Distributed by Simon and Schuster|c1983.",1983,,"nyu",,"Fiction|Futurism (Literary movement)|Magic|Magicians","Fiction","Cugel's saga"
"mdp.39015010748435",431469,9393093,"PS3551.N73O5 1983","fuzzymatch","Anthony, Piers.",,"New York|Ballantine|c1983.",1983,,"nyu",,,"Fiction","On a pale horse"
"mdp.39015008808423",328376,11370213,"PS3523.E4583G45 1984","taggedfantasy","Leiber, Fritz,","1910-1992.","New York|Berkley Books|1984.",1984,,"nyu",,"Biography|Leiber, Fritz|Fantasy fiction, American|Authors, American|1910-1992|20th century","Fiction","The ghost light"
"pst.000026012711",9814068,16665695,"PR6063.O59E47 1984","fuzzymatch","Moorcock, Michael,","1939-","Garden City, N.Y.|Nelson Doubleday|1984.",1984,,"xxu","pt.2",,"NotFiction","The Elric saga"
"mdp.39015049862702",291926,10045397,"PR9619.3.K454B4 1984","oclcid","Kelleher, Victor,","1939-","St. Lucia|University of Queensland Press|Lawrence, Mass.|Distributed in the U.S.A. and Canada by Technical Impex Corp.|c1984.",1984,,"at ",,,"Fiction","The beast of heaven"
"pst.000018212525",7510086,11580885,"PZ7.Y78Dr 1984","taggedfantasy","Yolen, Jane.",,"New York, N.Y.|Dell|1984], c1982.",1984,,"xx ",1984,"Dragons|Fiction|Fantasy","NotFiction","Dragon's blood : | a fantasy"
"uc1.b4948956",9491921,12477289,,"fuzzymatch","Moorcock, Michael,","1939-","Sevenoaks|New English Library|1984.",1984,,"enk",,,"Fiction","Elric at the end of time : | fantasy stories"
"mdp.39015010918665",456267,10763519,,"oclcid",,,"New York|Ace Fantasy Books|1984.",1984,,"nyu",,,"Fiction","Magicats!"
"uc1.b3474860",6662426,11487722,,"taggedfantasy",,,"Long Beach, Calif.|California State University, Long Beach|1984.",1984,,"cau",,"Fantasy literature, American","NotFiction","The Fantastic : | celebrating the imagination"
"mdp.39015009061170",569777,11149419,,"taggedfantasy","MacAvoy, R. A.",,"Toronto : New York [etc.|Bantam Books|1984.",1984,,"onc",,"Fantasy fiction","Fiction","Raphael"
"mdp.39015012858406",362826,10323051,"PS3521.I665W3 1984","taggedfantasy","Kirk, Russell.",,"Sauk City, Wisc.|Arkham House Publishers|c1984.",1984,,"wiu",,"Fantasy fiction, American","Fiction","Watchers at the strait gate : | mystical tales"
"mdp.39015014443868",631485,10791101,,"oclcid","Wrede, Patricia C.,","1953-","New York|ACE Fantasy Books|1984.",1984,,"nyu",,,"Fiction","The seven towers"
"mdp.39015054132363",3595014,10948391,"PR6051.D345M3 1985","oclcid","Adams, Richard,","1920-","New York|Knopf|1985, c1984.",1984,,"nyu",,,"Fiction","Maia"
"mdp.39015010745464",622685,10877824,"PS3561.I483T3 1984","oclcid|fuzzymatch","King, Stephen,","1947-","New York, N.Y.|Viking|Putnam|1984.",1984,,"nyu",,,"Fiction","The talisman"
"pst.000014855092",7056961,11887589,,"oclcid","Paxson, Diana L.",,"New York|Berkley Books|1984.",1984,,"xx ",,,"NotFiction","Brisingamen"
"mdp.39015008600119",337429,11685942,"PS3554.E437S7 1984","oclcid","Delany, Samuel R.",,"Toronto|New York|Bantam Books|1984.",1984,,"onc",,,"Fiction","Stars in my pocket like grains of sand"
"mdp.39015007040846",120854,9785061,"PS648.F3A12 1984","taggedfantasy",,,"Garden City, N.Y.|Doubleday|1984.",1984,,"nyu",,"Fantasy fiction, American|Short stories, American","Fiction","100 great fantasy short short stories"
"mdp.39015011047274",249485,10804202,,"taggedfantasy",,,"New York|Daw Books|1984.",1984,,"nyu",,"Fantasy fiction","Fiction","Sword and sorceress : | an anthology of heroic fantasy"
"pst.000061658967",9813929,11824661,,"taggedfantasy","MacAvoy, R. A.",,"Garden City, N.Y.|Nelson Doubleday|c1984.",1984,,"nyu",,"Fantasy fiction, American","Fiction","A trio for lute"
"mdp.39015058799951",3903278,9761750,"PS3554.O469D3 1984","taggedfantasy","Donaldson, Stephen R.",,"New York|Ballantine Books|1984.",1984,,"nyu",,"Fantasy fiction, American","Short stories","Daughter of regals and other tales"
"pst.000011241850",12265504,10843722,,"taggedfantasy","Niven, Larry.",,"New York|Berkley Books|1984.",1984,,"xx ",,"Fantasy fiction, American","NotFiction","More magic"
"mdp.39015056485876",3841461,13027749,,"fuzzymatch","Holdstock, Robert.",,"New York|Arbor House|c1984.",1984,,"nyu",,,"Fiction","Mythago wood"
"pst.000058490631",7491947,316934273,"PS3561.I483T3 2001","fuzzymatch","King, Stephen,","1947-","New York|Random House|c1984.",1984,,"nyu",,"Quests (Expeditions)|Mothers and sons|Fiction|Boys|Talismans","Fiction|Fantasy fiction","The talisman : | a novel"
"mdp.39015060541243",360728,14640041,"PS3568.O449S35 1984","fuzzymatch","Rogers, Mark E. (Mark Earl),","1952-","s.l.|Tor Books|c1984.",1984,,"xx ",,"Fiction|Cats","Fiction","The adventures of Samurai Cat"
"mdp.39015009061188",408566,10770350,,"taggedfantasy","MacAvoy, R. A.",,"Toronto|New York|Bantam|c1984.",1984,,"onc",,"Fantasy fiction","Fiction","Damiano's lute"
"mdp.39015032938105",2817281,10021923,"PN6071.F25M24 1984","taggedfantasy",,,"New York|Longman|c1984.",1984,,"nyu",,"Fantasy fiction","Fiction","Magical realist fiction : | an anthology"
"uc1.b3558407",6674169,10299487,"PN6120.95.F25S58 1984","taggedfantasy",,,"San Diego [Calif.|Harcourt Brace Jovanovich|c1984.",1984,,"cau",,"Fantasy fiction","Fiction","The Slaying of the dragon : | modern tales of the playful imagination"
"mdp.39015019965972",2457854,11133709,"PR6057.R3264L36 1985","oclcid","Gray, Alasdair.",,"New York|G. Braziller|1985, c1981.",1985,,"nyu",,,"Fiction","Lanark : | a life in 4 books"
"pst.000021816963",12257041,11980765,"PS3575.O43C37 1985","taggedfantasy","Yolen, Jane.",,"New York|ACE Fantasy Books|1985].",1985,,"xx ",,"Fantasy fiction, American","NotFiction","Cards of grief"
"mdp.39015074369433",5809171,11641776,,"taggedfantasy",,,"Garden City, N.Y.|N. Doubleday|1985?], c1984.",1985,,"nyu",,"Fiction|Thieves|Fantasy fiction, American|Cities and towns|Sanctuary (Imaginary place)","Short stories","Cross-currents : | Storm season, The face of chaos, Wings of omen"
"mdp.39015007040945",346057,11468202,"PS3523.E7993A6 1985","taggedfantasy","Levin, Ira,","1929-2007.","New York, N.Y.|Random House|1985.",1985,,"nyu",,"Fantasy fiction, American","Fiction","Three by Ira Levin"
"mdp.39015056801932",3849201,18916463,,"fuzzymatch","Hodgell, P. C. (Patricia C.)",,"New York|Atheneum|1986], c1985.",1985,,"nyu",,,"Fiction","Dark of the moon"
"uc1.32106007308551",7104149,15486920,,"taggedfantasy","Oliphant, (Margaret), Mrs.","1828-1897.","Edinburgh|Scottish Academic|1985.",1985,,"stk",,"Fantasy fiction, English","Fiction","Selected short stories of the supernatural"
"mdp.39015054080638",346062,10779071,"PT2665.N27M613 1985","oclcid","Ende, Michael.",,"Garden City, N.Y.|Doubleday|1985.",1985,,"nyu",,,"Fiction","Momo"
"uc1.32106013599953",8325846,13173556,,"fuzzymatch","Zelazny, Roger",,"New York|Avon|c1985",1985,,"nyu",,,"Fiction","Trumps of doom"
"mdp.39015046879170",3992978,12043382,,"taggedfantasy","Delany, Samuel R.",,"Toronto|New York|Bantam Books|1985.",1985,,"onc",,"Fantasy fiction, American","Fiction","Flight from Nevèrÿon"
"uc1.32106007041848",7103387,12497568,,"fuzzymatch","Gunn, Neil Miller,","1891-1973.","London|Souvenir Press|1985.",1985,,"enk",,,"Fiction","The well at the world's end"
"pst.000020900496",9441711,12501092,,"fuzzymatch","Wells, H. G. (Herbert George),","1866-1946.","London|Hogarth|1985.",1985,,"xxk",,,"NotFiction","In the days of the comet"
"pst.000012368204",12257100,28488479,,"fuzzymatch","Alexander, Lloyd.",,"New York|Dell Pub. Co.|1985.",1985,,"xx ",,,"NotFiction","The black cauldron"
"uc1.32106005639486",6930649,12078790,"PJ5191.E8Y4 1985","taggedfantasy",,,"Woodstock, NY|Overlook Press|1986.",1985,,"nyu",,"Translations into English|Fantasy fiction, Yiddish","Fiction|Bibliographies","The Great works of Jewish fantasy and occult "
"mdp.39015069214933",5557229,12420420,"PN6727.A76T45 1985","taggedfantasy","Asprin, Robert.",,"Norfolk|Starblaze Graphics|1985-1987.",1985,,"vau","v.3","Comic books, strips, etc|Graphic novels|Fantasy comic books, strips, etc|United States","Fiction","Thieves' world graphics"
"mdp.49015000991225",4481817,12081623,"PR6023.E926B6 1985","taggedfantasy","Lewis, C. S. (Clive Staples),","1898-1963.","San Diego, CA|Harcourt Brace Jovanovich|1985.",1985,,"cau",,"Fiction|Fantasy fiction, English|Animals|Children's writings|Children's writings, English|Fantasy|Short stories","Fiction","Boxen : | the imaginary world of the young C.S. Lewis"
"mdp.39076000986104",9920998,12628143,,"fuzzymatch","McKiernan, Dennis L.,","1932-","New York|New American Library|1985, c1984.",1985,,"nyu",,,"Fiction","The dark tide"
"uc1.32106005561946",7103659,12314483,,"oclcid","Morris, Janet,","1946-","New York, N.Y.|Baen Enterprises|Distributed by Simon and Schuster|c1985.",1985,,"nyu",,,"Fiction","Beyond the veil"
"mdp.49015002628478",4581321,12224359,"PS648.F3T8 1985","taggedfantasy",,,"New York, N.Y.|Avon|c1985.",1985,,"nyu",,"Horror tales, American|Fantasy fiction, American","Fiction","The Twilight zone : | the original stories"
"mdp.39076000986831",9921000,11763290,,"oclcid","Bradley, Marion Zimmer.",,"New York|Ballantine Books|1985.",1985,,"nyu",,,"Fiction","Night's daughter : | a novel"
"mdp.39015058118244",3890130,11893292,,"fuzzymatch","King, Stephen,","1947-","New York, N.Y.|New American Library|1985, c1983.",1985,,"nyu",,"Fiction|Werewolves|Months","Fiction","Cycle of the werewolf"
"uc1.32106005590671",7131211,12372441,,"taggedfantasy","St. Clair, Margaret.",,"Chicago, Ill.|Academy Chicago Publishers|1985.",1985,,"ilu",,"Fantasy fiction, American|Science fiction, American","Fiction","The best of Margaret St. Clair"
"uc1.b3467256",7852975,11915079,"PS3551.N73W5 1985","fuzzymatch","Anthony, Piers.",,"New York|Ballantine Books|1985.",1985,,"nyu",,,"Fiction","With a tangled skein"
"mdp.39015010852971",419799,12554531,"PS3561.O85J4 1985","oclcid","Kotzwinkle, William.",,"New York|Putnam|c1985.",1985,,"nyu",,,"Fiction","Jewel of the moon : | short stories"
"mdp.39015069132127",5410737,13335003,"PS3569.C5684T6 1985","taggedfantasy","Schweitzer, Darrell,","1952-","Buffalo, N.Y.|W.Paul Ganley|1985.",1985,,"nyu",,"Horror tales, American|Fantasy fiction, American","Fiction","Tom O'Bedlam's night out and other strange excursions"
"pst.000026013671",7048365,14410922,"PS3572.A424G7","taggedfantasy","Vance, Jack,","1916-","New York, NY|Berkley Books|1985.",1985,,"xxu",,"Fantasy fiction, American","NotFiction","The green pearl"
"mdp.39076001173876",9921606,15042750,,"taggedfantasy","Roberson, Jennifer,","1953-","New York|DAW Books|c1986.",1986,,"nyu",,"Juvenile fiction|Fantasy","NotFiction","Sword-dancer"
"mdp.39015058712137",815495,12807703,"PS3552.R6596M3 1986","oclcid","Brooks, Terry.",,"New York|Ballantine Books|1986.",1986,,"nyu",,,"Fiction","Magic kingdom for sale--sold!"
"mdp.39015006601671",918484,13333540,"PS648.F3H57 1986","taggedfantasy",,,"New York|Garland Pub.|1986.",1986,,"nyu",,"Hitler, Adolf|Fiction|Fantasy fiction, American|World War, 1939-1945|Fantasy fiction, English|1889-1945","Fiction","Hitler victorious : | eleven stories of the German victory in World War II"
"mdp.49015002588292",4581320,40584415,,"taggedfantasy","Serling, Rod,","1924-1975.","New York|TV Books|1990], c1986.",1986,,"nyu",,"Fiction|Fantasy fiction, American|Paranormal fiction","Fiction","The twilight zone : | complete stories"
"mdp.39015019651440",2435144,14970733,,"fuzzymatch","Le Guin, Ursula K.,","1929-","Toronto|New York|Bantam Books|1986, c1985.",1986,,"onc",,,"Fiction","Always coming home"
"uc1.b4974688",837875,13498124,,"oclcid","Beauchemin, Yves,","1941-","New York|Henry Holt|1986.",1986,,"   ",,,"NotFiction","The alley cat : | a novel"
"mdp.39015013448074",830825,13524858,"PR4612.A2 1986","taggedfantasy","Preston, Michael James.",,"New York|Garland|1986.",1986,,"nyu",,"Children's stories, English|Through the looking-glass|Alice's adventures in Wonderland|Carroll, Lewis|Concordances|Fantasy fiction, English|1832-1898","Indexes|NotFiction","A KWIC concordance to Lewis Carroll's Alice's adventures in Wonderland and Through the looking-glass"
"mdp.39015055929247",3960522,13793496,"PS648.H57W67 1986","taggedfantasy",,,"Boston|Alyson Pulications|1986.",1986,,"mau",,"Fiction|20th century|Gay men|Lesbians|Gays' writings, American|Science fiction, American|American fiction|Fantasy fiction, American","Fiction|Fantastic fiction|Science fiction","Worlds apart : | an anthology of lesbian and gay science fiction and fantasy"
"pst.000022355218",12275387,14108550,,"fuzzymatch","Gibson, William,","1948-","West Bloomfield, Mich.|Phantasia Press|1986.",1986,,"xx ",,,"NotFiction","Neuromancer"
"mdp.49015000704743",4452774,12945696,"PR6062.E4163D7 1986","taggedfantasy","Lee, Tanith.",,"Sauk City, WI|Arkham House|c1986.",1986,,"wiu",,"Fantasy fiction, English","Short stories","Dreams of dark and light : | the great short fiction"
"mdp.39015056894101",3855445,14003167,"PS3563.A72493D3 1986","oclcid","Martin, Lori.",,"New York, N.Y.|New American Library|c1986.",1986,,"nyu",,,"Fiction","The darkling hills"
"mdp.39015066054712",3900649,20398572,,"taggedfantasy","Clayton, Jo.",,"New York?|Guild America Books|c1989.",1986,,"nyu",,"Fiction|Fantasy fiction, American|Slavery","Novel|Fantastic fiction","The Soul drinker"
"pst.000016380844",7491611,31682511,,"fuzzymatch","Pratchett, Terry.",,"New York|New American Library|1988, c1986.",1986,,"xx ",,,"NotFiction","The light fantastic"
"mdp.39015019871691",2460508,13793954,"PS3558.A667W53 1986","oclcid","Harrison, Harry.",,"Toronto|New York|Bantam Books|c1986.",1986,,"onc",,,"Fiction","Winter in Eden"
"mdp.39015013272789",922064,13333538,"PS648.F3A47 1986","taggedfantasy",,,"New York|Garland Pub.|1986.",1986,,"nyu",,"Fantasy fiction, American|Historical fiction","Fiction|Bibliographies","Alternative histories : | eleven stories of the world as it might have been"
"mdp.39015054027373",878286,21683972,,"fuzzymatch","Bull, Emma,","1954-","New York|Ace Books|c1987.",1987,,"nyu",,,"Fiction","War for the Oaks"
"mdp.39015056811998",3849995,14003188,"PS3551.B23U5 1987","oclcid","Abbey, Lynn.",,"New York, N.Y.|Avon|c1987.",1987,,"nyu",,,"Fiction","Unicorn & dragon"
"pst.000026005850",7061530,14130724,,"oclcid","Kushner, Ellen.",,"London|Allen & Unwin|1987.",1987,,"xxk",,,"NotFiction","Swordspoint :  | a melodrama of manners"
"mdp.39015059135650",4760661,56674676,,"fuzzymatch","Thomas, Elizabeth Marshall,","1931-","Boston|Houghton Mifflin|c1987.",1987,,"mau",,"Prehistoric peoples|Fiction","Novel|Historical fiction","Reindeer Moon"
"mdp.49015000225715",4404329,16228318,"PR6052.A6475W44 1987","oclcid","Barker, Clive,","1952-","New York|Poseidon Press|c1987.",1987,,"nyu",,,"Fiction","Weaveworld"
"pst.000033669083",7496813,17641044,,"oclcid","Farmer, Penelope,","1939-","New York|Dell|1987], c1966.",1987,,"xxu",1987,,"NotFiction","Emma in winter"
"mdp.39015062109072",3619268,15489920,"PR6051.D3352D5 1987","taggedfantasy|fuzzymatch","Adams, Douglas,","1952-2001.","New York|Simon and Schuster|c1987.",1987,,"nyu",,,"Fiction","Dirk Gently's Holistic Detective Agency"
"pst.000021750151",12257133,21262748,,"fuzzymatch","Park, Paul,","1954-","New York|Guild America Books|c1989.",1987,,"xxu",,,"NotFiction","The sugar festival"
"pst.000026014814",7048334,24207852,"PR6062.E4163T343 1981","oclcid","Lee, Tanith.",,"Garden City, N.Y.|Nelson Doubleday|c1987.",1987,,"xxu",,,"NotFiction","Tales from the Flat Earth :  | night's daughter"
"pst.000018666526",7496814,15989752,,"taggedfantasy","Farmer, Penelope,","1939-","New York|Dell Pub. Co.|1987], c1985.",1987,,"xx ",1987,"Juvenile fiction|Flight|Fantasy fiction","NotFiction","The summer birds"
"mdp.39015041871776",848622,16472468,"PS648.S3V47 1987","taggedfantasy",,,"Albuquerque|University of New Mexico Press|c1987.",1987,,"nmu",,"Science fiction, American|Fantasy fiction, American|New Mexico|American fiction|20th century","Fiction","A Very large array : | New Mexico science fiction and fantasy"
"mdp.49015002379759",4453196,14131701,"PS3561.I483E9 1987","taggedfantasy","King, Stephen,","1947-","New York, NY|Viking|1987.",1987,,"nyu",,"Fantasy","Fiction","The eyes of the dragon : | a story"
"uc1.b4281496",942718,17413723,"PC839.E38A26 1988","taggedfantasy","Eliade, Mircea,","1907-1986.","Columbus|Ohio State University Press|c1988.",1988,,"ohu","copy 2","Translations into English|Fantasy fiction, English|1907-|Eliade, Mircea|Translations, English|Translations from Romanian|Fantasy fiction, Romanian","Fiction|Bibliographies","Youth without youth and other novellas"
"mdp.39015046394428",3150033,17918441,,"fuzzymatch","Bell, Clare.",,"London|Grafton|1988.",1988,,"enk",,,"Fiction","Ratha's creature"
"mdp.39015058799944",3903316,18454045,,"taggedfantasy","Saberhagen, Fred,","1930-2007.","Garden City, N.Y.|Doubleday|1988?",1988,,"nyu",,"Fiction|Mark of Tasavalta (Fictitious character)|Tasavalta (Imaginary place)|Swords|Fantasy fiction|Wizards","Novel|Fantastic fiction","The lost swords : | the first triad"
"mdp.39015059179419",5407684,17508725,"PR8676.5.F35C5 1988","taggedfantasy",,,"New York|Bonanza Books|Distributed by Crown Publishers|1988, c1971.",1988,,"nyu",,"Fiction|Social life and customs|Horror tales, Scottish|Scottish authors|English fiction|Fantasy fiction, Scottish","Short stories","Scottish stories of fantasy & horror"
"mdp.39015020711951",2212483,16833748,"PS3553.A7646B6 1988","oclcid","Carroll, Jonathan,","1949-","New York|Arbor House|1988, c1987.",1988,,"nyu",,,"Fiction","Bones of the moon"
"mdp.39015014329703",1288321,17983555,"PS3558.A4215T45 1988","oclcid","Hambly, Barbara.",,"New York|Ballantine Books|1988.",1988,,"nyu",,,"Fiction","Those who hunt the night"
"mdp.39015013399046",942718,17413723,"PC839.E38A26 1988","taggedfantasy","Eliade, Mircea,","1907-1986.","Columbus|Ohio State University Press|c1988.",1988,,"ohu",,"Translations into English|Fantasy fiction, English|1907-|Eliade, Mircea|Translations, English|Translations from Romanian|Fantasy fiction, Romanian","Fiction|Bibliographies","Youth without youth and other novellas"
"mdp.39015058012215",3619307,19885079,,"fuzzymatch","Adams, Douglas,","1952-2001.","New York|Simon and Schuster|c1988.",1988,,"nyu",,,"Fiction","The long dark tea-time of the soul"
"mdp.49015002517150",4530698,31930026,,"fuzzymatch","Vonnegut, Kurt.",,"New York|Laurel|1988, c1963.",1988,,"nyu",,,"Fiction","Cat's cradle"
"mdp.39015069115130",5388587,19868292,,"taggedfantasy","Williams, Tad.",,"New York|DAW Books|Distributed by New American Library|1988.",1988,,"nyu",,"Fantasy fiction, American","Novel|Fantastic fiction","The dragonbone chair"
"mdp.39015014158185",925092,17550481,"PS3503.R167T69 1988","oclcid","Bradbury, Ray,","1920-2012.","New York|Knopf|1988.",1988,,"nyu",,,"Fiction","The Toynbee convector"
"mdp.39015015233086",1822003,17490196,,"fuzzymatch","Ingalls, Rachel.",,"New York, N.Y.|Laurel|1988, c1983.",1988,,"nyu",,,"Fiction","Mrs. Caliban"
"mdp.39015049615175",5605281,23359631,,"taggedfantasy","Smith, Clark Ashton,","1893-1961.","West Warwick, RI|Necronomicon Press|1988.",1988,,"riu",,"Fantasy fiction, American","Bibliographies|Short stories|ContainsBiogMaterial","The vaults of Yoh-Vombis."
"mdp.39015014763737",1534785,17104502,"PS3551.S5A9 1988","taggedfantasy","Asimov, Isaac,","1920-1992.","New York|Doubleday|1988.",1988,,"nyu",,"Fantasy fiction, American","Fiction","Azazel"
"mdp.39015058731913",1291946,18395089,,"fuzzymatch","Moon, Elizabeth.",,"New York|Baen Books|Distributed by Simon & Schuster|1988.",1988,,"nyu",,,"Fiction","Sheepfarmer's daughter"
"pst.000017402897",12275376,17983559,"PS3552.R6596W55 1988","oclcid","Brooks, Terry.",,"New York|Ballantine Books|1988.",1988,,"xxu",,,"NotFiction","Wizard at large"
"mdp.39015043052284",3345445,21212473,,"oclcid","Rosenberg, Joel,","1954-","New York|Guild America|1988(?).",1988,,"nyu",,,"Fiction","Guardians of the flame : | the heroes"
"mdp.39015069174475",5568463,15792544,"PS3556.E446F3 1988","oclcid","Feist, Raymond E.",,"New York|Doubleday|1988.",1988,,"nyu",,"Fiction|Forests and forestry|Mythology, Celtic|Twins","Novel|Fantasy fiction|Horror fiction","Faerie tale"
"mdp.39015029269951",2615051,18690190,,"oclcid","Moon, Elizabeth.",,"New York|Baen Books|1988.",1988,,"nyu",,,"Fiction","Divided allegiance"
"pst.000013974657",12257609,16680899,"PS3569.P685H49 1988","oclcid","Springer, Nancy.",,"New York|Baen Books|1988.",1988,,"xxu",,,"NotFiction","The hex witch of Seldom"
"uc1.32106016538131",7132582,18941206,"PS3552.U397F35 1988","fuzzymatch","Bujold, Lois McMaster",,"Riverdale, NY|Baen Books|c1988",1988,,"nyu",,"Nebula Award|Science fiction","Fiction","Falling free"
"mdp.39015069134800",5411556,17836499,,"taggedfantasy","Hartwell, David G.",,"New York|Doubleday Book & Music Clubs|c1988.",1988,,"nyu",,"Fantasy fiction, American|Fantasy fiction, English","Short stories","Masterpieces of fantasy and enchantment"
"mdp.39015061863232",4955990,26811551,,"taggedfantasy","Bishop, Michael,","1945-","New York|Arbor House|c1988.",1988,,"nyu",,"Fiction|Ute Indians|Gay men|Fathers and daughters|Divorced women|Unicorns|Fantasy fiction, American|AIDS (Disease)","Novel","Unicorn mountain"
"mdp.39076001173868",9921605,19050036,,"taggedfantasy",,,"New York, NY|Daw Books|c1988.",1988,,"nyu",,"Juvenile fiction|Fantasy","Fiction","Spell singers"
"mdp.39015069174335",5429585,21436688,"PS3562.A557B9 1989","taggedfantasy","Lansdale, Joe R.,","1951-","Shingletown, CA.|Mark V. Ziesing|1989.",1989,,"cau",,"Horror tales, American|Fantasy fiction, American","Short stories","By bizarre hands : | stories"
"mdp.39015029269837",2615054,19032270,,"fuzzymatch","Moon, Elizabeth.",,"New York|Baen Books|1989.",1989,,"nyu",,,"Fiction","Oath of gold"
"pst.000021754982",7056930,23849251,,"oclcid","Jefferies, Mike,","1943-","New York, N.Y.|HarperPaperbacks|1991, c1989.",1989,,"xx ",,,"NotFiction","Glitterspike Hall"
"mdp.39015064131553",5248858,29960553,,"taggedfantasy",,,"New York|Barnes & Noble Books|1993, c1989.",1989,,"nyu",,"Fiction|Magic|Witches|Horror tales|Short stories|Fantasy fiction|Wizards","Bibliographies|Short stories","Witches & warlocks : | tales of black magic, old & new"
"mdp.49015000508888",4432950,19124897,"PR6051.L3F67 1989","fuzzymatch","Aldiss, Brian Wilson,","1925-","New York|Atheneum|1989, c1988.",1989,,"nyu",,,"Fiction","Forgotten life"
"inu.30000036960361",9398208,22656306,,"fuzzymatch","Banks, Iain,","1954-","New York, N.Y.|HarperPaperbacks|c1989.",1989,,"nyu",,,"Fiction","The player of games"
"mdp.49015000582263",4440347,507524737,"PS648.F3M46 1989","taggedfantasy",,,"Freedom, Calif.|Crossing Press|c1989.",1989,,"cau",,"Women authors|Fiction|20th century|Women|Science fiction, American|American fiction|Fantasy fiction, American","Fiction","Memories and visions : | women's fantasy & science fiction"
"mdp.39015061027432",5069958,18988469,"PS648.O33I8 1989","taggedfantasy",,,"Buffalo, N.Y.|Prometheus Books|c1989.",1989,,"nyu",,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American|Paranormal fiction","Bibliographies|Short stories","Isaac Asimov presents tales of the occult : | stories"
"uc1.32106008644012",6796400,18497799,,"taggedfantasy","Smith, Clark Ashton,","1893-1961.","New York|Greenwood Press|1989.",1989,,"nyu",,"Fantasy fiction, American","Fiction","Strange shadows : | the uncollected fiction and essays of Clark Ashton Smith"
"mdp.39076001108013",9921411,24661420,,"taggedfantasy",,,"New York, N.Y.|HarperCollins|c1989.",1989,,"nyu",,"Juvenile literature|Horror tales, American|Fantasy fiction, American","NotFiction","Things that go bump in the night : | a collection of original stories"
"mdp.39015018832173",2185649,20017074,"PS648.F3B44 1989","taggedfantasy",,,"Hamden, Conn.|Archon Books|1989.",1989,,"ctu",,"Children's stories, American|American fiction|19th century|Fantasy fiction, American","Bibliographies|Fiction","Before Oz : | juvenile fantasy stories from nineteenth-century America"
"mdp.39015021870673",2475601,23159187,,"taggedfantasy","Gray, Alasdair.",,"Glasgow|Dog and Bone|1990.",1990,,"stk",,"Fantasy fiction, English","Fiction","McGrotty and Ludmilla, or, The Harbinger report"
