docid,recordid,oclc,locnum,includedbc,author,authordate,imprint,inferreddate,place,enumcron,subjects,genres,title
uc1.32106010493283,007108007,1803174,,taggedfantasy,"Le Guin, Ursula K.,",1929-,"New York|Bantam Books|1975, c1968.",1975,nyu,,Fantasy|Fiction|Magic,Fiction,A wizard of Earthsea
inu.39000001037436,007278933,12722996,PG7158.L39P313 1986,fuzzymatch,"Lem, Stanisław.",,"San Diego|Harcourt Brace Jovanovich|1986, c1973.",1986,cau,,,Fiction,Memoirs found in a bathtub
mdp.39015008821244,000120523,2837211,PZ4.D6768LoPS3554.O469,fuzzymatch,"Donaldson, Stephen R.",,New York|Ballantine Books|1977.,1977,nyu,,,Fiction,Lord Foul's bane
mdp.39015027551343,001417629,1399269,,oclcid,"Hunter, Mollie,",1922-,New York|Funk & Wagnalls|1967,1967,nyu,,,UnknownGenre,Thomas and the warlock | $c: [by] Mollie Hunter. Illustrated by Joseph Cellini.
mdp.39015056815106,003851300,35269942,PR6060.O36F6 1996,fuzzymatch,"Johnson, Oliver,",1957-,New York|ROC|c1996.,1996,nyu,,,Fiction,The forging of the shadows
mdp.39015008439567,000125601,2889800,,fuzzymatch,"Le Guin, Ursula K.,",1929-,"Toronto|New York|Bantam Books|1975, c1968.",1975,onc,,,Fiction,A wizard of earthsea
uc1.b4099051,006153728,1235701,,oclcid,"North, Joan",,"New York|Farrar, Straus & Giroux|1966,c1965",1966,nyu,,,Fiction,The cloud forest.
pst.000060921147,012265398,163585263,PR4074.P318 2006,taggedfantasy,"Barrie, J. M. (James Matthew),",1860-1937.,"Gloucester, UK|Dodo Press|2006",2006,enk,,"Fantasy fiction, English|Peter Pan (Fictitious character)|Fiction",Short stories,Peter Pan in Kensington Gardens
pst.000050321674,007047972,24387895,,fuzzymatch,"Norton, Andre.",,New York|Daw Books|c1972.,1972,nyu,,Science fiction,NotFiction,The crystal gryphon
uc1.32106016538131,007132582,18941206,PS3552.U397F35 1988,fuzzymatch,"Bujold, Lois McMaster",,"Riverdale, NY|Baen Books|c1988",1988,nyu,,Nebula Award|Science fiction,Fiction,Falling free
mdp.39015049614988,005594394,166328404,,oclcid,"Donihe, Kevin L.",,"Portland, OR|Eraserhead Press|c2006.",2006,oru,,Fiction|Demonology|Minimum wage|Rape|Murder|Devil|Cities and towns,Novel,Grape City
mdp.39015073819768,005959182,38258215,PS3503.L718F58 1998,taggedfantasy,"Bloch, Robert,",1917-1994.,"Sauk City, Wis.|Arkham House Publishers|1998.",1998,wiu,,"Horror tales, American|Fantasy fiction, American|Science fiction, American",Short stories,Flowers from the moon and other lunacies
mdp.39015081738638,006816092,52253750,,taggedfantasy,"Wellman, Manly Wade,",1903-1986.,San Francisco|Night Shade Books|2003.,2003,cau,,"Horror tales, American|Fantasy fiction",Short stories,Sin's doorway and other ominous entrances
pst.000032219715,007063449,36166981,PR6069.T46C7 1996,fuzzymatch,"Stewart, Mary,",1916-,New York|Fawcett Columbine|1996.,1996,xxu,,Fiction|Arthurian romances|Merlin (Legendary character)|King|Kings and rulers|Great Britain|Arthur|Britons|Adaptations|Wizards,NotFiction,The crystal cave
mdp.39015009382261,001026132,87016,PZ4.S852Cr3PR6069.T46,fuzzymatch,"Stewart, Mary,",1916-,New York|Morrow|1970.,1970,nyu,,Merlin (Legendary character)|Fiction|Arthurian romances,Fiction,The crystal cave.
mdp.39015003852855,001417619,7880315,,fuzzymatch,"MacDonald, George,",1824-1905.,London|Gollanez|1961.,1961,enk,,,UnknownGenre,"The light princess, | and other tales, being the complete fairy stories of George Macdonald. | $c: With original illus. by Arthur Hughes. Introd. by Roger Lancelyn Green."
pst.000033029290,008385131,50510090,,fuzzymatch,"Pyle, Howard,",1853-1911.,"New York|Charles Scribner's Sons|1924, c1923.",1923,xx ,,,NotFiction,The garden behind the moon : | a real story of the moon angel
mdp.39015061137264,004728529,36958856,PS648.E7T35 1996,taggedfantasy,,,"Cambridge, MA|Circlet Press|c1996.",1996,mau,,"Fiction|Bondage (Sexual behavior)|Cats|Erotic stories, American|Telepathy|Science fiction, American|Fantasy fiction, American",Short stories,Tales from the erotic edge : | a Circlet omnibus
uc1.32106014947151,001031489,481359,,fuzzymatch,"Le Guin, Ursula K.,",1929-,New York|Atheneum|1972.,1972,   ,,,NotFiction,The farthest shore | $c: [by] Ursula Le Guin. Illustrated by Gail Garraty.
inu.30000124502158,009397099,257555537,PS3515.O842A6 2008,taggedfantasy,"Howard, Robert E. (Robert Ervin),",1906-1936.,"Nevada City, Calif.|Black Bart Books|2008.",2008,cau,,"Fantasy fiction, American",Fiction,"""--and their memory was a bitter tree-- "" : | Queen of the Black Coast and others"
pst.000061572584,012257626,71329303,,fuzzymatch,"Roberts, Nora.",,New York|Jove Books|2006.,2006,nyu,,Vampires|Wizards|Fiction|Time travel|Witches,Fiction|Fantasy fiction,Morrigan's cross
mdp.39015049862702,000291926,10045397,PR9619.3.K454B4 1984,oclcid,"Kelleher, Victor,",1939-,"St. Lucia|University of Queensland Press|Lawrence, Mass.|Distributed in the U.S.A. and Canada by Technical Impex Corp.|c1984.",1984,at ,,,Fiction,The beast of heaven
mdp.39015050507618,004172369,33360758,PS3563.A7239G36 1996,fuzzymatch,"Martin, George R. R.",,New York|Bantam Books|1996.,1996,nyu,,,Fiction,A game of thrones
mdp.39015010321076,000439251,1286103,PZ4.D2565Ps2,fuzzymatch,"Davies, L. P. (Leslie Purnell)",,"Garden City, N.Y.|Doubleday|1967.",1967,nyu,,,NotFiction,Psychogeist | $c: [by] L. P. Davies.
uc1.b3440800,000414811,9153511,PT2665.N27U513 1983,fuzzymatch,"Ende, Michael.",,"Garden City, N.Y.|Doubleday|1983.",1983,nyu,,,Fiction,The neverending story
mdp.39015040128517,000414811,9153511,PT2665.N27U513 1983,fuzzymatch,"Ende, Michael.",,"Garden City, N.Y.|Doubleday|1983.",1983,nyu,,,Fiction,The neverending story
uc1.32106005081465,007116162,4815167,,fuzzymatch,"Carroll, Lewis,",1832-1898.,New York|Pocket Books|1951,1951,xx ,,,NotFiction,"Lewis Carroll's Alice in Wonderland, | and other favorites; with 92 illus. | $c: by Sir John Tenniel."
mdp.39015046445832,001031490,159088,,fuzzymatch,"Le Guin, Ursula K.,",1929-,"New York|Atheneum|1971, t.p. 1980.",1971,   ,,Fantastic fiction,NotFiction,The tombs of Atuan | $c: [by] Ursula K. Le Guin. Illustrated by Gail Garraty.
mdp.39015059975782,004338809,51817264,PS3561.I483W37 2003,fuzzymatch,"King, Stephen,",1947-,New York|Viking|2003.,2003,nyu,,Fiction|Roland (Fictitious character : King),Fiction,The waste lands
uc1.b3472924,000291926,10045397,PR9619.3.K454B4 1984,oclcid,"Kelleher, Victor,",1939-,"St. Lucia|University of Queensland Press|Lawrence, Mass.|Distributed in the U.S.A. and Canada by Technical Impex Corp.|c1984.",1984,at ,,,Fiction,The beast of heaven
mdp.49015000704743,004452774,12945696,PR6062.E4163D7 1986,taggedfantasy,"Lee, Tanith.",,"Sauk City, WI|Arkham House|c1986.",1986,wiu,,"Fantasy fiction, English",Short stories,Dreams of dark and light : | the great short fiction
mdp.39015032184502,002908510,30402181,PR9199.3.S794N63 1993,oclcid,"Stewart, Sean,",1965-,"Don Mills, Ont.|Maxwell Macmillan Canada|c1993.",1993,onc,,,Fiction|Fantastic fiction,Nobody's son
mdp.39015002143181,000758528,5473211,,fuzzymatch,"Williamson, Jack,",1908-2006.,"Huntington Woods, Mi.|Phantasia Press|1979.",1979,miu,,,Fiction,The reign of wizardry
mdp.39015054080638,000346062,10779071,PT2665.N27M613 1985,oclcid,"Ende, Michael.",,"Garden City, N.Y.|Doubleday|1985.",1985,nyu,,,Fiction,Momo
pst.000044334239,007053145,23278312,,fuzzymatch,"Le Guin, Ursula K.,",1929-,"New York|Bantam Books|1975, c1972.",1972,xxu,,,NotFiction,The farthest shore
uc1.32106014299314,001031490,159088,,fuzzymatch,"Le Guin, Ursula K.,",1929-,"New York|Atheneum|1971, t.p. 1980.",1971,   ,,Fantastic fiction,NotFiction,The tombs of Atuan | $c: [by] Ursula K. Le Guin. Illustrated by Gail Garraty.
pst.000056808643,012257611,25237376,,taggedfantasy,"Moon, Elizabeth.",,"Riverdale, N.Y.|Baen Pub. Enterprises|Distributed by Simon & Schuster|c1992.",1992,nyu,,"Fantasy fiction, American",Fantastic fiction|Fiction,The deed of Paksenarrion
pst.000025122343,007491212,32314115,PR9199.3.P453S4 1996,oclcid,"Petrie, Graham.",,"New York, NY|Soho|c1996.",1996,xxu,,,NotFiction,Seahorse
mdp.39015073819537,005939728,68481839,PS3620.H6423W47 2005,taggedfantasy,"Thomas, Scott,",1959-,"Hyattsville, MD|Raw Dog Screaming Press|c2005.",2005,mdu,,Horror tales|Fantasy fiction|Paranormal fiction,Short stories|Fantasy fiction,Westermead
mdp.39015010557828,001417622,9378142,,fuzzymatch,"MacDonald, George,",1824-1905.,London|J.M. Dent|New York|Dutton|1963,1963,enk,,,UnknownGenre,The Princess and Curdie. | $c: Illustrated with line drawings and 8 colour plates by Charles Folkard.
mdp.39015061868512,004974520,30908262,,oclcid,"Love, Penelope.",,"Oakland, CA|Chaosium Inc.|1993.",1993,cau,,,Novel|Fantastic fiction,Castle of eyes
pst.000014066702,007057105,9657399,,fuzzymatch,"Lem, Stanisław.",,"New York, N.Y.|Avon|1976.",1976,xx ,,,NotFiction,Memoirs found in a bathtub
mdp.39015009375299,000164866,2889973,,fuzzymatch,"Le Guin, Ursula K.,",1929-,"New York|Bantam Books|1975, c1971.",1975,nyu,,,Fiction,The tombs of Atuan
uc1.b4463156,009519085,5497422,,fuzzymatch,"Knight, Damon,",1922-2002,New York|Berkley Pub. : distributed by Putnam|c1980.,1980,nyu,,,Fiction,The world and Thorinn
mdp.39015050477374,004145837,44027231,PR6069.I32P7 2000,fuzzymatch,"Siegel, Jan.",,New York|Ballantine Pub. Group|2000.,2000,nyu,,Fiction|Geographical myths|Girls|Atlantis (Legendary place),Fiction|Fantasy fiction,Prospero's children
mdp.39015062119923,000121932,1803188,,fuzzymatch,"Le Guin, Ursula K.,",1929-,"New York, N.Y.|Bantam Books|1975, c1972|(3rd printing)",1972,nyu,,,Fiction,The farthest shore
uc1.32106010535893,000164866,2889973,,fuzzymatch,"Le Guin, Ursula K.,",1929-,"New York|Bantam Books|1975, c1971.",1975,nyu,,,Fiction,The tombs of Atuan
mdp.39015057936240,000155535,9194864,PS3503.R167S66 1983,fuzzymatch,"Bradbury, Ray,",1920-2012.,"New York|Knopf|Distributed by Random House|1983, c1962.",1983,nyu,,,Fiction,Something wicked this way comes
pst.000029233083,009815335,39914359,PS3568.E3696D73 1999,taggedfantasy,"Reed, Robert.",,"Collinsville, Ill.|Golden Gryphon Press|c1999.",1999,ilu,,"Science fiction, American|Fantasy fiction, American",Fiction,The dragons of Springplace : | stories
mdp.39015056813804,003850145,44677826,,fuzzymatch,"Schweitzer, Darrell,",1952-,"Garden City, N.Y.|SFBC Fantasy|c1995.",1995,nyu,,,Novel,The mask of the sorcerer
pst.000006412210,007042434,7897449,,fuzzymatch,"Chase, Mary,",1907-1981,"New York|Scholastic Book Services|1971, c1968.",1968,xx ,,,NotFiction,"The wicked, wicked ladies in the haunted house"
mdp.49015000225715,004404329,16228318,PR6052.A6475W44 1987,oclcid,"Barker, Clive,",1952-,New York|Poseidon Press|c1987.,1987,nyu,,,Fiction,Weaveworld
mdp.39015002291964,000683798,5605039,PZ4.L518Be 1980PS3562.E42;,fuzzymatch,"Le Guin, Ursula K.,",1929-,New York|Harper & Row|c1980.,1980,nyu,,,Fiction,The beginning place
pst.000023270350,009441580,28740710,,taggedfantasy,"Lee, Tanith.",,s.l.|Guild America Books|1993.,1993,xx ,,"Paradys (Imaginary place)|Fiction|Fantasy fiction, English",NotFiction,The book of the dead ; The book of the mad
mdp.39015069130105,005400284,32596539,,taggedfantasy,,,"New York, N.Y.|Penguin Group|c1995.",1995,nyu,,"Women authors|Fiction|Women|Fantasy fiction, American|American fiction",Short stories,Sisters in fantasy
mdp.39015050730095,004168002,8500981,PC871.E8R6 1981,taggedfantasy,,,Bucharest|Minerva Pub. House|1981.,1981,rm ,,"Translations into English|Fantasy fiction, Romanian|Social life and customs | Fiction",NotFiction,Romanian fantastic tales
uc1.b3548451,006672623,23063233,,fuzzymatch,"Barrie, J. M. (James Matthew),",1860-1937.,"London|Hodder & Stoughton, Ltd.|1925",1925,enk,,,Fiction,"J.M. Barrie's Peter Pan & Wendy, | $c: retold by May Byron for little people ; with the approval of the author ; pictures by Mabel Lucie Attwell."
mdp.39015010852971,000419799,12554531,PS3561.O85J4 1985,oclcid,"Kotzwinkle, William.",,New York|Putnam|c1985.,1985,nyu,,,Fiction,Jewel of the moon : | short stories
mdp.39015050329450,004127027,43644572,,fuzzymatch,"Weis, Margaret.",,"Renton, WA|Wizards of the Coast|c2000.",2000,wau,,Fiction|Krynn (Imaginary place),Novel,Dragons of a fallen sun
mdp.39015059189590,004930726,91621,PZ1.D36WarPS374.F27,taggedfantasy,,,New York|G. P. Putnam|c1970.,1970,nyu,,"Fantasy fiction, American",Short stories,Warlocks and warriors
uc1.b4950783,000683798,5605039,PZ4.L518Be 1980PS3562.E42;,fuzzymatch,"Le Guin, Ursula K.,",1929-,New York|Harper & Row|c1980.,1980,nyu,,,Fiction,The beginning place
mdp.49015001034074,004486058,1416846,PZ3.C4265Mn9PR4453.C4,fuzzymatch,"Chesterton, G. K. (Gilbert Keith),",1874-1936.,New York|Sheed and Ward|c1975.,1975,nyu,,,Fiction,The man who was Thursday : | a nightmare
mdp.39015054129278,004244202,49323472,,fuzzymatch,"Hamilton, Laurell K.",,New York|Ballantine|c2002.,2002,nyu,,,Fiction,A caress of twilight
mdp.39015062850154,005055506,56089578,PS3563.A8355C642 2003,taggedfantasy,"Matheson, Richard,",1926-,"Colorado Springs, CO|Edge Books|c2003-",0,cou,v.1,"Fantasy fiction, American|Science fiction, American",Short stories,Collected stories
inu.30000026340889,008566666,22918385,,taggedfantasy,"Anthony, Piers.",,New York|Ace|1991.,1991,nyu,,Fantasy,NotFiction,Phaze doubt
mdp.39015061159441,004742608,49417845,,taggedfantasy,"Kane, Gil.",,"Seattle, WA|Fantagraphics Books|2002.",2002,wau,,"Slaves|Fantasy comic books, strips, etc|Orphans|Revenge|Comic books, strips, etc|Graphic novels|Science fiction comic books, strips, etc",UnknownGenre,Blackmark
inu.30000095270389,007593862,54006970,PS648.F3T6 2004,taggedfantasy,,,New York|Berkley Books|2004.,2004,nyu,,"Love stories, American|Fantasy fiction, American",Fiction,To weave a web of magic
mdp.39015063319969,005147557,62302610,PS3570.U85S55 2006,fuzzymatch,"Tuttle, Lisa,",1952-,New York|Bantam Books|2006.,2006,nyu,,,Novel,The silver bough
mdp.39015019810483,002449882,20169970,PS3552.R6596S28 1990,oclcid,"Brooks, Terry.",,New York|Ballantine Books|1990.,1990,nyu,,,Fiction,The scions of Shannara
mdp.49015001400119,004523853,704476114,,taggedfantasy,"Godden, Rumer,",1907-1998.,s.l.|Puffin Books|1981,1981,xxu,,Fantasy|Fiction|Dolls,Fiction,The dolls' house. | $c: Illustrated by Tasha Tudor.
uc1.$b114021,006608144,1374612,PZ4.W23Sn2,fuzzymatch,"Walter, Elizabeth (Elizabeth Margaret)",,New York|Stein and Day|1966-c1965,1966,xx ,,,NotFiction,"Snowfall, and other chilling events."
mdp.39015029269837,002615054,19032270,,fuzzymatch,"Moon, Elizabeth.",,New York|Baen Books|1989.,1989,nyu,,,Fiction,Oath of gold
mdp.39015073816574,005844702,45585368,,taggedfantasy,"De Lint, Charles,",1951-,"Burton, MI|Subterranean Press|2000.",2000,miu,,"Fantasy fiction, Canadian",Short stories,Triskell tales : | twenty-two years of chapbooks
mdp.39015058118343,003890294,45155802,PS3554.E92733S26 1998,taggedfantasy,"Devereaux, Robert.",,"New York|Dorchester Pub.|2000, c1998.",2000,nyu,,Fairy tales|Fiction|Tooth loss|Erotic stories|Man-woman relationships|Easter Bunny (Legendary character)|Santa Claus|Murder|Horror tales|Triangles (Interpersonal relations)|Adaptations|Tooth Fairy (Legendary character)|Fantasy fiction|Mothers and daughters,Novel,Santa steps out : | a fairy tale for grown-ups
inu.30000036960361,009398208,22656306,,fuzzymatch,"Banks, Iain,",1954-,"New York, N.Y.|HarperPaperbacks|c1989.",1989,nyu,,,Fiction,The player of games
mdp.39015010544107,001418498,6161534,,fuzzymatch,"Bond, Michael.",,"New York|Dell Pub. Co.|1969, c1958",1969,nyu,,,UnknownGenre,A bear called Paddington. | $c: With drawings by Peggy Fortnum.
pst.000029727483,007051011,6003180,PZ3.S848St28,fuzzymatch,"Stevenson, Robert Louis,",1850-1894.,"New York|Dodd, Mead|1961].",1961,xx ,,,NotFiction,The strange case of Dr. Jekyll and Mr. Hyde : | and other famous tales. With photos. of the author and his environment as well as illus. from early editions of the stories
mdp.39015013448074,000830825,13524858,PR4612.A2 1986,taggedfantasy,"Preston, Michael James.",,New York|Garland|1986.,1986,nyu,,"Children's stories, English|Through the looking-glass|Alice's adventures in Wonderland|Carroll, Lewis|Concordances|Fantasy fiction, English|1832-1898",Indexes|NotFiction,A KWIC concordance to Lewis Carroll's Alice's adventures in Wonderland and Through the looking-glass
mdp.39015057618657,005408965,5944184,PZ4.N734MagPS3564.I9,taggedfantasy,"Niven, Larry.",,New York|Ace Books|1978.,1978,nyu,,"Fiction|Magic|Fantasy fiction, American",Novel|Fantasy fiction,The magic goes away
mdp.39015020709617,000539418,1173507,,oclcid,"Dick, Philip K.",,New York|Ace Books|c1969,1969,nyu,,,Fiction,The preserving machine.
mdp.39015008821251,000123655,7915396,,taggedfantasy,"Donaldson, Stephen R.",,"New York|Ballantine Books|1978, c1977.",1978,nyu,,Fantasy fiction,Fiction,The illearth war
mdp.39015038410695,003030812,32890852,PR6062.E584D48 1995,taggedfantasy,"Lenihan, Edmund.",,"Dublin|Mercier Press|Chester Springs, PA|U.S. distributor, Dufour Eds.|c1995.",1995,ie ,,"Devil|Fiction|Fantasy fiction, English|Irish authors",Fiction,The Devil is an Irishman
umn.31951001212018k,012349282,59871425,,fuzzymatch,"Morris, William,",1834-1896.,London|George Prior|1979.,1979,enk,,,Fiction,The water of the Wondrous Isles
mdp.39015013296119,000507499,822502,PZ8.J247Fi,fuzzymatch,"Jansson, Tove.",,New York|H. Z. Walck|1965 [c1958,1965,|||,,,UnknownGenre,"Finn family Moomintroll, | $c: written and illustrated by Tove Jansson. Translated by Elizabeth Portch."
mdp.39015008437959,000165699,5091797,,fuzzymatch,"Donaldson, Stephen R.",,New York|Ballantine|c1977.,1977,nyu,,,Fiction,The power that preserves
inu.30000029427220,007593872,23767440,PS648.F3O53 1991,taggedfantasy,,,New York|Ballantine Books|1991.,1991,nyu,,"Short stories|United States|Fantasy fiction, American|Fantasy|Fairy tales",Fiction,Once upon a time : | a treasury of modern fairy tales
mdp.39015069174475,005568463,15792544,PS3556.E446F3 1988,oclcid,"Feist, Raymond E.",,New York|Doubleday|1988.,1988,nyu,,"Fiction|Forests and forestry|Mythology, Celtic|Twins",Novel|Fantasy fiction|Horror fiction,Faerie tale
mdp.39015010296195,000205614,2644519,PZ4.W85615DePS3573.O52,oclcid,"Wolfe, Gene.",,"New York|Ace Books|1977, c1976.",1976,ilu,,,Fiction,The Devil in a forest
mdp.39015061470897,004993477,47194157,,taggedfantasy,,,Birmingham|Alchemy Press|Saldoth Productions|2000.,2000,enk,,"Fantasy fiction, English",Short stories,Swords against the millennium
pst.000026014814,007048334,24207852,PR6062.E4163T343 1981,oclcid,"Lee, Tanith.",,"Garden City, N.Y.|Nelson Doubleday|c1987.",1987,xxu,,,NotFiction,Tales from the Flat Earth :  | night's daughter
mdp.39015033971493,002970930,29183659,PS3560.A116B74 1994,taggedfantasy,"Jablokov, Alexander.",,"Sauk City, Wis.|Arkham House Publishers|c1994.",1994,wiu,,"Fantasy fiction, American",Fiction,The breath of suspension
mdp.39015012954486,000424096,1557102,,fuzzymatch,"Carroll, Lewis,",1832-1898.,New York [N.Y.|The Heritage Press|c1941.,1941,nyu,,,Fiction,Through the looking glass : | and what Alice found there
mdp.39015032429113,002877753,3917400,,fuzzymatch,"Verne, Jules,",1828-1905.,New York|Heritage Press|c1966.,1966,nyu,,,Fiction,A journey to the center of the earth
pst.000001758405,008385244,12564464,,fuzzymatch,"Godden, Rumer,",1907-1998,New York|Viking Press|1960 [c1947].,1947,xx ,,,NotFiction,The dolls' house
uc1.b4420624,006237532,8194720,,fuzzymatch,"Miller, Calvin.",,San Francisco|Harper & Row|c1982.,1982,cau,,,Fiction,Guardians of the Singreale
mdp.39015066623441,001419455,12738600,,fuzzymatch,"Carroll, Lewis,",1832-1898.,New York|Little Leather Library Corp.|192-,1920,nyu,,,UnknownGenre,Through the looking-glass and what Alice found there | $c: [by] Lewis Carroll [pseud.]
